Current projects signed as at 31 March 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique HMT Project ID,Project Name,Department,Procuring authority,Sector,Constituency,Region,Project Status,Date Of OJEU,Date of preferred bidder,Date of financial close,Date of construction completion,First date of operations,Operational period of contract (years),On / Off balance sheet under IFRS,On / Off balance sheet under ESA 95,On / Off balance sheet under UK GAAP,Capital Value (£m),Unitary charge payment 1992-93 (£m),Unitary charge payment 1993-94 (£m),Unitary charge payment 1994-95 (£m),Unitary charge payment 1995-96 (£m),Unitary charge payment 1996-97 (£m),Unitary charge payment 1997-98 (£m),Unitary charge payment 1998-99 (£m),Unitary charge payment 1999-00 (£m),Unitary charge payment 2000-01 (£m),Unitary charge payment 2001-02 (£m),Unitary charge payment 2002-03 (£m),Unitary charge payment 2003-04 (£m),Unitary charge payment 2004-05 (£m),Unitary charge payment 2005-06 (£m),Unitary charge payment 2006-07 (£m),Unitary charge payment 2007-08 (£m),Unitary charge payment 2008-09 (£m),Unitary charge payment 2009-10 (£m),Unitary charge payment 2010-11 (£m),Unitary charge payment 2011-12 (£m),Unitary charge payment 2012-13 (£m),Estimated unitary charge payment 2013-14 (£m),Estimated unitary charge payment 2014-15 (£m),Estimated unitary charge payment 2015-16 (£m),Estimated unitary charge payment 2016-17 (£m),Estimated unitary charge payment 2017-18 (£m),Estimated unitary charge payment 2018-19 (£m),Estimated unitary charge payment 2019-20 (£m),Estimated unitary charge payment 2020-21 (£m),Estimated unitary charge payment 2021-22 (£m),Estimated unitary charge payment 2022-23 (£m),Estimated unitary charge payment 2023-24 (£m),Estimated unitary charge payment 2024-25 (£m),Estimated unitary charge payment 2025-26 (£m),Estimated unitary charge payment 2026-27 (£m),Estimated unitary charge payment 2027-28 (£m),Estimated unitary charge payment 2028-29 (£m),Estimated unitary charge payment 2029-30 (£m),Estimated unitary charge payment 2030-31 (£m),Estimated unitary charge payment 2031-32 (£m),Estimated unitary charge payment 2032-33 (£m),Estimated unitary charge payment 2033-34 (£m),Estimated unitary charge payment 2034-35 (£m),Estimated unitary charge payment 2035-36 (£m),Estimated unitary charge payment 2036-37 (£m),Estimated unitary charge payment 2037-38 (£m),Estimated unitary charge payment 2038-39 (£m),Estimated unitary charge payment 2039-40 (£m),Estimated unitary charge payment 2040-41 (£m),Estimated unitary charge payment 2041-42 (£m),Estimated unitary charge payment 2042-43 (£m),Estimated unitary charge payment 2043-44 (£m),Estimated unitary charge payment 2044-45 (£m),Estimated unitary charge payment 2045-46 (£m),Estimated unitary charge payment 2046-47 (£m),Estimated unitary charge payment 2047-48 (£m),Estimated unitary charge payment 2048-49 (£m),Estimated unitary charge payment 2049-50 (£m),Estimated unitary charge payment 2050-51 (£m),Estimated unitary charge payment 2051-52 (£m),Estimated unitary charge payment 2052-53 (£m),Estimated unitary charge payment 2053-54 (£m),Estimated unitary charge payment 2054-55 (£m),Estimated unitary charge payment 2055-56 (£m),Estimated unitary charge payment 2056-57 (£m),Estimated unitary charge payment 2057-58 (£m),Estimated unitary charge payment 2058-59 (£m),Estimated unitary charge payment 2059-60 (£m),Equity holder 1: Name,Equity holder 1: Equity share (%),"Equity holder 1: change of ownership since March 2011? 
(Yes / No)",Equity holder 2: Name,Equity holder 2: Equity share (%),"Equity holder 2: change of ownership since March 2011? 
(Yes / No)",Equity holder 3: Name,Equity holder 3: Equity share (%),"Equity holder 3: change of ownership since March 2011? 
(Yes / No)",Equity holder 4: Name,Equity holder 4: Equity share (%),"Equity holder 4: change of ownership since March 2011? 
(Yes / No)",Equity holder 5: Name,Equity holder 5: Equity share (%),"Equity holder 5: change of ownership since March 2011? 
(Yes / No)",Equity holder 6: Name,Equity holder 6: Equity share (%),"Equity holder 6: change of ownership since March 2011? 
(Yes / No)",SPV name,SPV company number,SPV address
236,South Tyneside Street Lighting,DEPARTMENT FOR TRANSPORT (GROUP),South Tyneside,Street Lighting,"More than one - Jarrow, Hebburn, South Shields",ENGLAND_North East,InOperation,2003-12-01,2005-06-01,2005-12-01,2011-02-28,2006-02-01,25,ON,OFF,OFF,36.0,,,,,,,,,,,,,,0.2,2.2,2.5,2.8,3.1,3.6,3.8,4.0,4.1,4.1,4.2,4.2,4.3,4.3,4.4,4.4,4.6,4.6,4.7,4.7,4.8,4.8,4.9,5.0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Balfour Beatty plc,100.0%,NO,, ,,,,,,,,,,,,,,N/K,N/K,N/K
237,A130,DEPARTMENT FOR TRANSPORT (GROUP),Essex,Roads and Highway Maintenance,"More than one - Billericay, Castle Point, Chelmsford West, Maldon & Chelmsford East, Rayleigh. ",ENGLAND_East,InOperation,1996-11-01,N/K,1999-09-01,Data not supplied by Procuring Authority,2002-02-01,30,ON,OFF,OFF,97.5,,,,,,,,,1.7,6.8,8.4,2.0,7.9,8.3,8.6,8.9,9.3,9.3,9.6,9.6,9.7,10.8,11.6,13.3,11.9,12.3,13.5,13.1,14.3,19.7,20.9,20.5,15.1,15.2,5.2,7.0,5.4,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Laing PLC,100.0%,NO,,,,,,,,,,,,,,,,N/K,N/K,N/K
238,A1 Darrington to Dishforth,DEPARTMENT FOR TRANSPORT (GROUP),Highways Agency,Roads and Highway Maintenance,"More than one - Vale of York, Elmet, Selby, Pontefract & Castleford",ENGLAND_Yorkshire and the Humber,InOperation,2000-07-01,N/K,2003-02-01,Data not supplied by Procuring Authority,2003-05-01,33,ON,ON,ON,245.0,,,,,,,,,,,,2.0,6.3,14.7,21.6,22.5,23.5,23.6,24.6,25.7,26.3,27.2,28.0,28.7,29.9,30.6,31.6,32.6,33.6,34.6,35.7,36.6,38.0,39.4,40.4,41.5,42.8,44.0,45.0,46.5,47.9,49.4,51.8,53.3,,,,,,,,,,,,,,,,,,,,,,,,,Semperian PPP Investment Partners ,50.0%,NO,Barclays Private Equity (BPE),25.0%,NO,Kellogg Brown & Root Limited,25.0%,NO,,,,,,,,,,Road Management Services (Darrington) Ltd.,4612119,"St. Martin's House, 1 Gresham Street, London, EC2V 7BX"
239,A1(M) Alconbury to Peterborough,DEPARTMENT FOR TRANSPORT (GROUP),Highways Agency,Roads and Highway Maintenance,"More than one - Cambridgeshire North West, Huntingdon",ENGLAND_East,InOperation,1994-08-01,N/K,1996-02-01,Data not supplied by Procuring Authority,1998-10-01,30,ON,ON,ON,128.0,,,,,5.8,5.8,13.0,25.8,27.0,27.2,28.3,28.1,28.6,26.8,27.9,23.6,23.6,22.2,23.0,23.2,28.0,26.0,26.7,25.5,26.5,27.5,28.6,27.6,28.7,26.5,27.7,29.0,30.3,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abertis Motorways UK Ltd,33.3%,NO,Barclays Private Equity (BPE),41.7%,NO,Kellogg Brown & Root Limited,25.0%,NO,,,,,,,,,,Road Management Services (Peterborough) Ltd,2804122,"Fifth Floor, 100 Wood Street, London, EC2V 7EX"
240,A19 Dishforth to Tyne Tunnel DBFO,DEPARTMENT FOR TRANSPORT (GROUP),Highways Agency,Roads and Highway Maintenance,"More than one - South Shields, Sunderland North, Sunderland South, Houghton & Washington East, Sedgefield, Hartlepool, Stockton North, Middlesbrough South & East Cleveland, Stockton South, Richmond (Yorks) & Vale of York",ENGLAND_North East,InOperation,1995-02-01,N/K,1996-10-01,1998-09-02,1997-02-24,31,ON,ON,ON,29.0,,,,,0.2,1.2,18.7,25.2,28.0,28.4,22.2,24.9,21.8,24.4,22.2,24.0,26.2,27.5,33.0,39.6,36.1,28.7,20.5,18.9,39.0,42.3,14.2,11.8,89.0,32.0,44.5,32.0,82.9,108.9,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sir Robert McAlpine Enterprises Ltd,100.0%,NO,,,,,,,,,,,,,,,,Autolink Concessionaires (A19) Limited,4020725,"Billingham Reach Industrial Estate, Haverton Hill Road, Billingham, Cleveland TS23 1PX"
241,A249 Stockburyto Sheerness,DEPARTMENT FOR TRANSPORT (GROUP),Highways Agency,Roads and Highway Maintenance,More than one - Sittingbourne & Sheppey,ENGLAND_South East,InOperation,2002-03-01,N/K,2004-02-01,Data not supplied by Procuring Authority,2006-07-01,29,ON,ON,ON,73.0,,,,,,,,,,,,,,,6.2,10.8,10.8,10.6,11.3,11.3,11.6,11.8,11.9,12.1,12.2,12.4,12.6,12.4,13.0,13.2,13.4,13.6,13.8,14.1,14.3,14.1,14.8,14.7,15.4,15.7,16.0,16.3,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,Barclays Integrated Investment Fund,50.0%,NO,HICL Infrastructure Company Limited,50.0%,NO,,,,,,,,,,,,,Sheppey Route Limited,4918712,"Birch Street, Wolverhampton, WV1 4HY"
242,A30/A35 Exeter to Bere Regis,DEPARTMENT FOR TRANSPORT (GROUP),Highways Agency,Roads and Highway Maintenance,"More than one - Dorset West, East Devon, Exeter, Tiverton & Honiton",ENGLAND_South West,InOperation,1995-06-01,N/K,1996-07-01,2000-07-01,1996-07-01,30,ON,ON,ON,75.0,,,,,5.4,11.7,12.1,12.2,15.7,29.4,30.7,32.2,33.4,33.9,35.0,30.8,31.6,31.9,33.3,33.3,33.6,11.3,12.4,13.5,14.8,16.3,17.8,18.9,20.2,22.1,24.3,26.6,28.8,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Balfour Beatty Plc,85.0%,NO,Barclays Private Equity (BPE),15.0%,NO,,,,,,,,,,,,,Connect A30/A35 Ltd,3104987,"350 Euston Road, Regent's Place, London NW1 3AX  "
243,A417/A419 Swindon to Gloucester,DEPARTMENT FOR TRANSPORT (GROUP),Highways Agency,Roads and Highway Maintenance,"More than one - Cotswold, Swindon North, Swindon South, Tewkesbury Borough",ENGLAND_South West,InOperation,N/K,N/K,1996-02-01,1998-01-16,1996-04-01,30,ON,ON,ON,110.0,,,,,8.9,8.5,15.3,16.6,18.6,19.1,20.3,20.0,19.7,19.1,19.4,16.8,16.9,16.0,16.1,17.1,16.3,16.8,17.3,17.8,16.1,17.0,17.0,17.8,18.6,14.1,14.7,15.4,16.1,16.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abertis Motorways UK Ltd,33.3%,NO,Barclays Private Equity (BPE),41.7%,NO,Kellogg Brown & Root Limited,25.0%,NO,,,,,,,,,,Road Management Services (gloucester) Limited,3044569,"Fifth Floor, 100 Wood Street, London, EC2V 7EX"
244,A50/A564 Stoke to Derby Link ,DEPARTMENT FOR TRANSPORT (GROUP),Highways Agency,Roads and Highway Maintenance,South Derbyshire,ENGLAND_West Midlands,InOperation,1995-06-01,N/K,1996-05-01,Data not supplied by Procuring Authority,1998-03-01,31,ON,ON,ON,21.0,,,,,1.3,2.7,10.9,13.2,13.8,14.5,12.4,13.7,14.7,15.2,16.2,13.8,15.5,15.9,17.0,17.7,7.8,9.0,9.5,10.2,10.9,11.6,12.4,13.2,14.1,15.0,16.0,17.1,18.2,19.5,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connect Roads Infrastructure Ltd,25.0%,NO,A-Roads Investments Ltd (Wholly owned by Barclays Infrastructure Fund),75.0%,NO,,,,,,,,,,,,,Connect A50 Ltd,3030077,"350 Euston Road, Regent's Place, London NW1 3AX"
245,A69 Carlisle to Newcastle,DEPARTMENT FOR TRANSPORT (GROUP),Highways Agency,Roads and Highway Maintenance,"More than one - Penrith, Hexham, Newcastle North",ENGLAND_North East,InOperation,1994-08-01,N/K,1996-01-01,Data not supplied by Procuring Authority,1997-05-01,30,ON,ON,ON,9.0,,,,,4.3,7.8,8.6,9.0,9.1,9.4,9.6,10.5,10.8,11.1,11.7,9.9,10.9,9.8,12.6,11.2,11.0,11.4,11.9,12.1,12.6,13.0,13.5,14.0,14.5,15.0,15.5,16.0,16.6,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Henry Boot Construction Ltd,61.2%,NO,Pell Frischmann Concessionaires,18.8%,NO,Societa Iniziative Autostadali e Servizi S.p.A (SIAS),20.0%,NO,,,,,,,,,,Road Link (A69) Limited,3125840,"Stocksfield Hall, Stocksfield, Northumberland, NE43 7TN"
246,M1-A1 Lofthouse to Bramham Link,DEPARTMENT FOR TRANSPORT (GROUP),Highways Agency,Roads and Highway Maintenance,"More than one - Morley & Rothwell, Leeds Central, Leeds East & Elmet",ENGLAND_Yorkshire and the Humber,InOperation,1994-08-01,N/K,1996-03-01,Data not supplied by Procuring Authority,1999-02-01,28,ON,ON,ON,214.0,,,,,,,7.5,58.6,57.7,54.9,52.7,52.2,55.4,56.0,56.1,47.6,48.0,48.7,50.3,51.5,50.6,49.6,25.9,26.1,26.2,25.2,25.8,25.7,19.6,20.0,20.5,21.1,21.0,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Balfour Beatty Plc,50.0%,NO,Barclays Private Equity (BPE),50.0%,NO,,,,,,,,,,,,,"Connect M1-A1 Ltd.,",2999303,"350 Euston Road, Regent's Place, London, NW1 3AX"
247,M25 Orbital,DEPARTMENT FOR TRANSPORT (GROUP),Highways Agency,Roads and Highway Maintenance,"More than one - Thurrock, Upminster, Brentwood, Epping Forest, Broxbourne, Enfield N, Hertsmere, St Albans, Watford, S Hertfordshire, Chesham & Amersham, Beaconsfield, Hayes, Spelthorne, Windsor, Runnymede & Weybridge, Woking, Mole Valley, Esher & Walton, Reigate, E Surrey, Sevenoaks, Dartford.",National/More than one region,InOperation,2005-08-01,2008-03-01,2009-05-20,2013-04-01,2009-09-01,31,ON,ON,ON,988.1,,,,,,,,,,,,,,,,,,54.3,116.9,156.3,236.0,254.5,265.9,271.3,279.6,287.3,298.0,307.2,313.2,321.8,335.1,347.2,358.9,369.1,378.3,391.1,403.7,416.1,443.7,442.3,455.0,467.7,493.9,487.7,490.5,505.1,517.3,234.5,,,,,,,,,,,,,,,,,,,,,Balfour Beatty Plc,40.0%,NO,Skanska,40.0%,NO,WS Atkins,10.0%,NO,Egis Projects SA,10.0%,NO,,,,,,,Connect Plus (M25) Ltd,6683845,"South Mimms House, St Albans Road, South Mimms, Potters Bar, EN6 3NP. "
248,M40 Denham to Warwick,DEPARTMENT FOR TRANSPORT (GROUP),Highways Agency,Roads and Highway Maintenance,"More than one - Aylesbury, Banbury, Beaconsfield, Buckingham, Daventry, Henley, Stratford on Avon, Warwick & Leamington, Wycombe",ENGLAND_South East,InOperation,1995-02-01,N/K,1996-09-01,Data not supplied by Procuring Authority,1998-12-01,30,ON,ON,ON,65.0,,,,,,25.8,23.3,25.1,25.2,25.5,25.7,25.9,26.2,26.8,27.5,23.9,24.3,28.2,27.1,28.3,35.6,36.5,37.5,38.6,40.2,41.9,43.9,46.0,48.4,51.0,53.8,56.8,60.2,63.8,40.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Laing Infrastructure,50.0%,NO,Semperian PPP Investment Partners ,50.0%,NO,,,,,,,,,,,,,UK Highways M40 Ltd,3045707,"Allington House, 150 Victoria Street, London, SW1E 5BL"
249,M6 Toll (formerly Birmingham Northern Relief Road 'BNRR'),DEPARTMENT FOR TRANSPORT (GROUP),Highways Agency,Roads and Highway Maintenance,"More than one - Aldridge/Brownhills, Cannock Chase, Lichfield, North Warwickshire, Staffordshire, Sutton Coldfield, Tamworth",ENGLAND_West Midlands,InOperation,N/K,N/K,1992-02-01,Data not supplied by Procuring Authority,2003-12-01,46,OFF,OFF,OFF,485.0,Data not supplied by Procuring Authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Macquarie Infrastructure Group (MIG),100.0%,NO,,,,,,,,,,,,,,,,"Midland Expressway Limited,",2309767,"Express Way, Weeford, Lichfield, WS14 0PQ"
250,National Roads Telecommunications Services,DEPARTMENT FOR TRANSPORT (GROUP),Highways Agency,Roads and Highway Maintenance,More than one,National/More than one region,InOperation,2002-08-01,N/K,2005-09-01,2008-03-01,2008-03-01,10,ON,ON,ON,54.2,,,,,,,,,,,,,,,2.1,27.6,52.1,53.5,56.0,58.3,59.9,61.4,61.6,62.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HSBC Infrastructure Fund Management Ltd,55.0%,NO,Fluor International limited,45.0%,NO,,,,,,,,,,,,,Genesys Telecommunications td,5295532,"9 Ridgeway, Quinton Business Park, Birmingham B32 1AF"
252,Severn River Crossings,DEPARTMENT FOR TRANSPORT (GROUP),Highways Agency,Roads and Highway Maintenance,"More than one - Monmouth, North Avon",ENGLAND_South West,InOperation,N/K,N/K,1990-10-01,1996-06-05,1992-04-26,30,OFF,OFF,OFF,331.0,Data not supplied by Procuring Authority,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Laing Plc,35.0%,NO,Vinci Concessions S.A.S,35.0%,NO,Barclays PLC,15.0%,NO,Bank of America,15.0%,NO,,,,,,,Severn River Crossing PLC,2379695,"Bridge Access Road, Aust, Bristol, BS35 4BD"
253,Dorset Street Lighting,DEPARTMENT FOR TRANSPORT (GROUP),Dorset,Street Lighting,"More than one - North Dorset, West Dorset, Mid Dorset and North Poole, South Dorset , Christchurch  ",ENGLAND_South West,InOperation,2004-12-01,2006-04-01,2006-10-01,2012-04-01,2006-12-01,26,ON,OFF,OFF,43.1,,,,,,,,,,,,,,,1.6,4.7,4.8,4.9,5.0,5.2,5.4,5.5,5.6,5.7,5.8,5.9,6.0,6.1,6.1,6.2,6.3,6.4,6.5,6.7,6.8,6.9,7.0,7.1,7.2,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Electric Contracting Ltd,100.0%,NO,,,,,,,,,,,,,,,,N/K,N/K,N/K
254,Norfolk Street Lighting,DEPARTMENT FOR TRANSPORT (GROUP),Norfolk,Street Lighting,"More than one - North Norfolk, South Norfolk",ENGLAND_East,InOperation,2005-04-01,2006-12-01,2007-11-02,2012-07-01,2008-02-01,26,ON,OFF,OFF,41.6,,,,,,,,,,,,,,,,0.5,3.3,3.9,4.8,5.7,6.2,6.3,6.3,6.4,6.5,6.6,6.7,6.8,6.8,6.9,7.0,7.1,7.2,7.3,7.4,7.5,7.5,7.6,7.7,7.8,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amey Ventures Investments Ltd,100.0%,NO,,,,,,,,,,,,,,,,N/K,N/K,N/K
255,Staffordshire Street Lighting,DEPARTMENT FOR TRANSPORT (GROUP),Staffordshire,Street Lighting,"More than one - Burton, Cannock Chase, Lichfield, Newcastle under Lyme, Stafford, Staffordshire Moorlands, Staffordshire South, Tamworth",ENGLAND_West Midlands,InOperation,1998-11-01,N/K,2003-04-01,2008-05-01,2003-05-01,26,ON,OFF,ON,31.1,,,,,,,,,,,,6.0,7.0,7.2,8.2,8.5,9.3,9.6,9.2,9.6,10.0,9.9,10.2,10.5,10.8,11.1,11.4,11.7,12.0,12.3,12.6,12.9,13.2,13.5,13.8,14.1,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E.on UK Energy Services Ltd,60.0%,NO,Barclays Equity,40.0%,NO,,,,,,,,,,,,,N/K,N/K,N/K
256,Lambeth Street Lighting,DEPARTMENT FOR TRANSPORT (GROUP),Lambeth,Street Lighting,"More than one - Dulwich & West Norwood, Streatham, Vauxhall",ENGLAND_London,InOperation,2003-11-01,2005-05-01,2005-11-01,2009-04-01,2005-12-01,27,ON,OFF,OFF,17.2,,,,,,,,,,,,,,,0.4,1.7,2.0,2.6,2.9,2.8,2.7,2.9,3.0,3.1,3.2,3.2,3.3,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.0,4.2,4.3,4.4,4.5,3.4,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,IIC Projects Ltd,68.0%,NO,IIC Lambeth Funding Investment limited,17.0%,NO,ETDE Infrastructure Limited,15.0%,NO,,,,,,,,,,Lambeth Lighting Services Limited,5075368,"3 Tenterden Sreet, London W1S 1TD"
257,Walsall Street Lighting,DEPARTMENT FOR TRANSPORT (GROUP),Walsall,Street Lighting,"More than one - Aldridge/Brownhills, Walsall North, Walsall South",ENGLAND_West Midlands,InOperation,2000-05-01,N/K,2002-03-01,2007-04-01,2002-04-01,26,ON,OFF,OFF,25.9,,,,,,,,,,,1.5,1.8,2.9,3.2,3.2,3.2,3.4,3.5,3.6,3.4,3.5,3.6,3.7,3.8,3.9,4.0,4.1,4.3,4.4,4.5,4.6,4.8,4.9,5.0,5.2,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Laing PLC,100.0%,NO,,,,,,,,,,,,,,,,N/K,N/K,N/K
258,Leeds Street Lighting,DEPARTMENT FOR TRANSPORT (GROUP),Leeds,Street Lighting,"Constituency : Elmet, Leeds Central, Leeds East, Leeds NE, Leeds NW, Leeds West Morley & Rothwell, Pudsey",ENGLAND_Yorkshire and the Humber,InOperation,2004-10-01,2006-02-01,2006-04-01,2012-04-01,2006-07-01,26,ON,OFF,OFF,94.6,,,,,,,,,,,,,,,8.8,12.0,12.4,9.8,11.3,12.2,12.6,12.8,13.0,13.1,13.3,13.5,13.7,13.9,14.1,14.3,14.4,14.6,14.9,15.1,15.3,15.5,15.7,15.9,16.1,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Leeds Street Lighting, TVL 100% (corporately financed)",100.0%,NO,,,,,,,,,,,,,,,,Tay Valley Lighting (Leeds) Ltd,5525609,"The Quadrangle, The Promenade, Cheltenham, GL 50 1PX"
260,Portsmouth Highways Maintenance,DEPARTMENT FOR TRANSPORT (GROUP),Portsmouth,Roads and Highway Maintenance,More than one - Portsmouth North and South,ENGLAND_South East,InOperation,2001-03-01,N/K,2004-07-01,2009-04-01,2004-08-01,26,ON,OFF,ON,63.1,,,,,,,,,,,,,2.1,13.1,15.8,17.5,19.9,21.8,22.3,23.2,23.9,24.3,24.9,25.5,26.3,26.3,27.1,28.0,28.9,29.8,31.6,32.6,33.6,34.7,35.8,36.9,38.0,39.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Colas SA,50.0%,NO,Colas Ltd,50.0%,NO,,,,,,,,,,,,,Ensign Highwys,5133561,"Wallgate Lane, Rowfant, Crawley, West Sussex RH10 4NF"
261,Wakefield Street Lighting,DEPARTMENT FOR TRANSPORT (GROUP),Wakefield,Street Lighting,"More than one - Hemsworth, Normanton, Pontefract & Castleford, Wakefield",ENGLAND_Yorkshire and the Humber,InOperation,2001-10-01,N/K,2003-12-01,2009-04-01,2004-02-01,26,ON,OFF,OFF,30.4,,,,,,,,,,,,0.3,2.3,2.7,3.2,3.7,4.0,4.1,4.2,4.4,4.5,4.6,4.7,4.7,4.8,4.9,4.9,5.0,5.1,5.2,5.2,5.3,5.4,5.5,5.6,5.6,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,John Laing PLC,50.0%,NO,Amey Ventures Investments ltd ,50.0%,NO,,,,,,,,,,,,,N/K,N/K,N/K
262,North Tyneside & Newcastle Street Lighting,DEPARTMENT FOR TRANSPORT (GROUP),North Tyneside,Street Lighting,More than one - North Tyneside; Tynemouth; Newcastle East & Wallsend; Newcastle Central; Newcastle North; Tyne Bridge. ,ENGLAND_North East,InOperation,2002-03-01,2003-08-01,2004-03-31,2009-06-30,2004-07-01,26,ON,OFF,OFF,69.7,,,,,,,,,,,,,5.9,8.3,8.5,9.6,10.9,11.0,11.0,11.4,11.9,12.4,12.8,13.2,13.6,14.0,14.4,14.8,15.3,15.7,16.2,16.7,17.2,17.7,18.3,18.8,19.4,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TVL 100% (this is a corporately financed project),100.0%,NO,,,,,,,,,,,,,,,,Tay Valley Lighting (Newcastle and North Tyneside) Limited,4500933,"The Quadrangle, The Promenade, Cheltenham, Gloucestershire GL50 1PX "
263,Doncaster Interchange,DEPARTMENT FOR TRANSPORT (GROUP),South Yorkshire Passenger Transport Authority,Roads and Highway Maintenance,Doncaster Central,ENGLAND_Yorkshire and the Humber,InOperation,1995-09-01,N/K,2003-12-01,Data not supplied by Procuring Authority,2006-06-01,33,ON,OFF,OFF,200.0,,,,,,,,,,,,,,,2.0,2.6,2.7,2.7,2.8,2.9,3.0,2.5,2.5,2.5,2.6,2.5,2.6,2.6,2.7,2.7,2.8,2.8,2.9,3.0,3.0,3.1,3.1,3.2,3.3,3.4,3.4,3.5,3.6,3.7,3.8,3.8,0.7,,,,,,,,,,,,,,,,,,,,,,Doncaster Bus Station Holdings Limited,100.0%,NO,,,,,,,,,,,,,,,,N/K,N/K,N/K
264,Derby Street Lighting,DEPARTMENT FOR TRANSPORT (GROUP),Derby,Street Lighting,"More than one - Derby South, Derby North",ENGLAND_East Midlands,InOperation,2004-11-01,2006-03-01,2007-04-01,2012-04-01,2007-06-01,26,OFF,OFF,OFF,45.2,,,,,,,,,,,,,,,,2.9,3.7,4.2,4.3,4.8,4.5,5.2,5.3,5.3,5.4,5.5,5.5,5.6,5.7,5.8,5.9,5.9,6.0,6.1,6.2,6.3,6.4,6.4,6.5,6.6,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,Balfour Beatty Plc,100.0%,NO,,,,,,,,,,,,,,,,N/K,N/K,N/K
265,Ealing Street Lighting,DEPARTMENT FOR TRANSPORT (GROUP),Ealing,Street Lighting,"More than one - Ealing Acton & Shepherds Bush, Ealing North, Ealing Southall ",ENGLAND_London,InOperation,2003-11-01,2005-03-01,2005-07-01,2010-10-01,2005-08-31,26,OFF,OFF,OFF,34.3,,,,,,,,,,,,,,2.0,2.6,2.9,3.3,3.4,3.4,3.5,4.1,3.7,3.8,3.9,4.1,4.2,4.3,4.4,4.6,4.7,4.8,5.0,5.1,5.3,5.4,5.6,5.8,6.0,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Southern Electric Contracting Ltd,100.0%,NO,,,,,,,,,,,,,,,,Ealing Lighting (Finance) ltd,5452761,"55 Vaster Rd, Reading, Berks, RG1 8BU"
266,Enfield Street Lighting,DEPARTMENT FOR TRANSPORT (GROUP),Enfield,Street Lighting,"More than one - Edmonton, Enfield North, Enfield Wouthgate",ENGLAND_London,InOperation,2004-08-01,2005-11-01,2006-04-01,2012-04-01,2006-05-01,26,ON,OFF,OFF,25.9,,,,,,,,,,,,,,,3.5,4.0,4.1,4.3,4.5,4.2,4.0,4.0,4.5,4.6,4.7,4.8,4.9,5.1,5.2,5.3,5.5,5.6,5.7,5.9,6.0,6.2,6.3,6.5,6.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bouygues E&S Infrastructure UK Limited,15.0%,NO,IIC Fund,0.9%,YES,,,,,,,,,,,,,Enfield Lighting Services Ltd.,5632167,N/K
